a,subtype,type
19117561,acei,htn_meds
19117560,acei,htn_meds
19117103,acei,htn_meds
19117102,acei,htn_meds
19117101,acei,htn_meds
19117057,acei,htn_meds
19117056,acei,htn_meds
19117067,acei,htn_meds
19117066,acei,htn_meds
19117068,acei,htn_meds
40221249,acei,htn_meds
40221245,acei,htn_meds
40221246,acei,htn_meds
40221240,acei,htn_meds
40221243,acei,htn_meds
40221242,acei,htn_meds
19054306,acei,htn_meds
19054307,acei,htn_meds
19054304,acei,htn_meds
19054305,acei,htn_meds
19054308,acei,htn_meds
19054309,acei,htn_meds
19120511,acei,htn_meds
19120510,acei,htn_meds
19120509,acei,htn_meds
19120514,acei,htn_meds
19120513,acei,htn_meds
19120512,acei,htn_meds
19120321,acei,htn_meds
19121746,acei,htn_meds
40027614,acei,htn_meds
40027615,acei,htn_meds
19122327,acei,htn_meds
19125669,acei,htn_meds
19125668,acei,htn_meds
40098149,acei,htn_meds
40098152,acei,htn_meds
19061252,acei,htn_meds
40163767,acei,htn_meds
40163768,acei,htn_meds
40099444,acei,htn_meds
19127399,acei,htn_meds
19127397,acei,htn_meds
19127396,acei,htn_meds
19062727,acei,htn_meds
40034890,acei,htn_meds
40034888,acei,htn_meds
40034889,acei,htn_meds
40165772,acei,htn_meds
40101444,acei,htn_meds
40101545,acei,htn_meds
40167240,acei,htn_meds
40167616,acei,htn_meds
40167615,acei,htn_meds
19065449,acei,htn_meds
1308249,acei,htn_meds
19003086,acei,htn_meds
19134740,acei,htn_meds
19003853,acei,htn_meds
19003857,acei,htn_meds
19003856,acei,htn_meds
40042338,acei,htn_meds
40042350,acei,htn_meds
40042334,acei,htn_meds
40107388,acei,htn_meds
1308842,arb,htn_meds
40226742,arb,htn_meds
1351557,arb,htn_meds
1367500,arb,htn_meds
40100658,arb,htn_meds
1347384,arb,htn_meds
1308848,arb,htn_meds
40069686,arb,htn_meds
19096678,arb,htn_meds
40095732,arb,htn_meds
1351582,arb,htn_meds
1351583,arb,htn_meds
40000895,arb,htn_meds
40000896,arb,htn_meds
40100659,arb,htn_meds
40057367,arb,htn_meds
1317640,arb,htn_meds
1312743,arb,htn_meds
1312751,arb,htn_meds
1346686,arb,htn_meds
1308849,arb,htn_meds
1312749,arb,htn_meds
40057368,arb,htn_meds
19081558,arb,htn_meds
40185303,arb,htn_meds
19022948,arb,htn_meds
1308851,arb,htn_meds
1312750,arb,htn_meds
40185275,arb,htn_meds
40095734,arb,htn_meds
19062258,arb,htn_meds
1308877,arb,htn_meds
40185304,arb,htn_meds
40185280,arb,htn_meds
40185279,arb,htn_meds
40069687,arb,htn_meds
40185281,arb,htn_meds
40185282,arb,htn_meds
40185305,arb,htn_meds
40185306,arb,htn_meds
19023615,arb,htn_meds
1347386,arb,htn_meds
19062257,arb,htn_meds
40102453,arb,htn_meds
19081559,arb,htn_meds
19097657,arb,htn_meds
1308876,arb,htn_meds
19096740,arb,htn_meds
40059153,arb,htn_meds
40102454,arb,htn_meds
19022949,arb,htn_meds
19096752,arb,htn_meds
40185277,arb,htn_meds
40185276,arb,htn_meds
40185278,arb,htn_meds
19023616,arb,htn_meds
19096677,arb,htn_meds
1347387,arb,htn_meds
1351588,arb,htn_meds
19055363,arb,htn_meds
19084947,arb,htn_meds
1317677,arb,htn_meds
19019200,arb,htn_meds
19098438,arb,htn_meds
19121275,arb,htn_meds
1317678,arb,htn_meds
1308850,arb,htn_meds
1308874,arb,htn_meds
19076924,arb,htn_meds
19028935,arb,htn_meds
19076923,arb,htn_meds
19084946,arb,htn_meds
1317673,arb,htn_meds
19120314,arb,htn_meds
19028936,arb,htn_meds
1351587,arb,htn_meds
19098303,arb,htn_meds
19062259,arb,htn_meds
1312746,arb,htn_meds
19073164,arb,htn_meds
1317674,arb,htn_meds
19019199,arb,htn_meds
19019201,arb,htn_meds
19098439,arb,htn_meds
1351589,arb,htn_meds
19055330,arb,htn_meds
1317679,arb,htn_meds
1317675,arb,htn_meds
40059154,arb,htn_meds
1351559,arb,htn_meds
19113474,arb,htn_meds
19062256,arb,htn_meds
1308879,arb,htn_meds
19073165,arb,htn_meds
1317676,arb,htn_meds
1351586,arb,htn_meds
19055362,arb,htn_meds
19100566,arb,htn_meds
19068340,arb,htn_meds
19081560,arb,htn_meds
19022947,arb,htn_meds
1351558,arb,htn_meds
1351585,arb,htn_meds
19113470,arb,htn_meds
19055361,arb,htn_meds
19023614,arb,htn_meds
19100565,arb,htn_meds
1347385,arb,htn_meds
40100656,arb,htn_meds
19068339,arb,htn_meds
19022379,arb,htn_meds
19016857,arb,htn_meds
40100657,arb,htn_meds
1308847,arb,htn_meds
793584,arb,htn_meds
793586,arb,htn_meds
793587,arb,htn_meds
35200616,arb,htn_meds
35200619,arb,htn_meds
35200610,arb,htn_meds
35200613,arb,htn_meds
35200612,arb,htn_meds
35200615,arb,htn_meds
19016855,arb,htn_meds
19016858,arb,htn_meds
19016856,arb,htn_meds
19017985,arb,htn_meds
40133591,arb,htn_meds
19102171,arb,htn_meds
19102267,arb,htn_meds
1346713,arb,htn_meds
1346714,arb,htn_meds
19113475,arb,htn_meds
19113473,arb,htn_meds
19113472,arb,htn_meds
19113476,arb,htn_meds
19124335,arb,htn_meds
19124334,arb,htn_meds
19126554,arb,htn_meds
1367541,arb,htn_meds
1367533,arb,htn_meds
40235493,arb,htn_meds
40235492,arb,htn_meds
40235495,arb,htn_meds
40235494,arb,htn_meds
40235489,arb,htn_meds
40235488,arb,htn_meds
40235491,arb,htn_meds
40235490,arb,htn_meds
40235485,arb,htn_meds
40235487,arb,htn_meds
40235486,arb,htn_meds
1332418,ccb,htn_meds
1318853,ccb,htn_meds
40008978,ccb,htn_meds
40069145,ccb,htn_meds
1332450,ccb,htn_meds
40069147,ccb,htn_meds
1332448,ccb,htn_meds
1332419,ccb,htn_meds
19073093,ccb,htn_meds
1318137,ccb,htn_meds
1318915,ccb,htn_meds
19019309,ccb,htn_meds
1318918,ccb,htn_meds
1318917,ccb,htn_meds
19019331,ccb,htn_meds
19112979,ccb,htn_meds
1353776,ccb,htn_meds
19112981,ccb,htn_meds
19019332,ccb,htn_meds
1332449,ccb,htn_meds
1318916,ccb,htn_meds
19019310,ccb,htn_meds
19073094,ccb,htn_meds
1319880,ccb,htn_meds
40037298,ccb,htn_meds
40008942,ccb,htn_meds
1326012,ccb,htn_meds
1318952,ccb,htn_meds
40066868,ccb,htn_meds
19019333,ccb,htn_meds
19112983,ccb,htn_meds
40069551,ccb,htn_meds
40142680,ccb,htn_meds
40165084,ccb,htn_meds
1353817,ccb,htn_meds
19102397,ccb,htn_meds
1353818,ccb,htn_meds
40066864,ccb,htn_meds
40165062,ccb,htn_meds
40008979,ccb,htn_meds
42628857,ccb,htn_meds
19102396,ccb,htn_meds
1353815,ccb,htn_meds
19125704,ccb,htn_meds
40165079,ccb,htn_meds
40165087,ccb,htn_meds
40165080,ccb,htn_meds
1353816,ccb,htn_meds
40165089,ccb,htn_meds
40171559,ccb,htn_meds
1319133,ccb,htn_meds
40069552,ccb,htn_meds
42628858,ccb,htn_meds
19102399,ccb,htn_meds
1353780,ccb,htn_meds
40052888,ccb,htn_meds
40168739,ccb,htn_meds
40171556,ccb,htn_meds
1719008,ccb,htn_meds
19080314,ccb,htn_meds
40118367,ccb,htn_meds
1719007,ccb,htn_meds
1332421,ccb,htn_meds
40066869,ccb,htn_meds
42628865,ccb,htn_meds
40165076,ccb,htn_meds
40165075,ccb,htn_meds
40171557,ccb,htn_meds
40171558,ccb,htn_meds
19078726,ccb,htn_meds
1319908,ccb,htn_meds
1319905,ccb,htn_meds
40052889,ccb,htn_meds
1326084,ccb,htn_meds
1326085,ccb,htn_meds
40069154,ccb,htn_meds
19099836,ccb,htn_meds
42628863,ccb,htn_meds
42628864,ccb,htn_meds
40163961,ccb,htn_meds
40163962,ccb,htn_meds
40163977,ccb,htn_meds
40163978,ccb,htn_meds
40165096,ccb,htn_meds
40165097,ccb,htn_meds
40165098,ccb,htn_meds
40165099,ccb,htn_meds
40165068,ccb,htn_meds
40165069,ccb,htn_meds
40165070,ccb,htn_meds
40165067,ccb,htn_meds
40165085,ccb,htn_meds
40165086,ccb,htn_meds
40102980,ccb,htn_meds
40102957,ccb,htn_meds
40168497,ccb,htn_meds
40168736,ccb,htn_meds
40168737,ccb,htn_meds
1319162,ccb,htn_meds
1319902,ccb,htn_meds
1319903,ccb,htn_meds
1319909,ccb,htn_meds
1319906,ccb,htn_meds
1319942,ccb,htn_meds
1319943,ccb,htn_meds
19080313,ccb,htn_meds
19019334,ccb,htn_meds
1326013,ccb,htn_meds
1326082,ccb,htn_meds
1332420,ccb,htn_meds
40069235,ccb,htn_meds
19036443,ccb,htn_meds
19118469,ccb,htn_meds
40165088,ccb,htn_meds
40037291,ccb,htn_meds
40171560,ccb,htn_meds
40171561,ccb,htn_meds
40118536,ccb,htn_meds
1326083,ccb,htn_meds
40163964,ccb,htn_meds
40163963,ccb,htn_meds
40165092,ccb,htn_meds
40165093,ccb,htn_meds
40165090,ccb,htn_meds
40165091,ccb,htn_meds
40171553,ccb,htn_meds
40171548,ccb,htn_meds
40171549,ccb,htn_meds
40171547,ccb,htn_meds
19078727,ccb,htn_meds
1318984,ccb,htn_meds
1318987,ccb,htn_meds
1319904,ccb,htn_meds
1319907,ccb,htn_meds
1319944,ccb,htn_meds
1319945,ccb,htn_meds
1319946,ccb,htn_meds
19080315,ccb,htn_meds
19081869,ccb,htn_meds
19081868,ccb,htn_meds
1332442,ccb,htn_meds
19098343,ccb,htn_meds
42628866,ccb,htn_meds
19036450,ccb,htn_meds
19044936,ccb,htn_meds
19046451,ccb,htn_meds
19112982,ccb,htn_meds
19115201,ccb,htn_meds
19122287,ccb,htn_meds
40165077,ccb,htn_meds
40165078,ccb,htn_meds
40168080,ccb,htn_meds
40168081,ccb,htn_meds
40168082,ccb,htn_meds
40168083,ccb,htn_meds
40167801,ccb,htn_meds
40167802,ccb,htn_meds
40102956,ccb,htn_meds
40168498,ccb,htn_meds
